mission,disposition,disposition_score,fp_flag_nt,fp_flag_ss,fp_flag_co,fp_flag_ec,orbital_period,transit_depth,transit_duration,impact_parameter,signal_to_noise,planet_radius_earth,planet_temp,planet_count_in_system,stellar_temperature,stellar_radius,stellar_mass,stellar_logg
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,21.22349325,582.9,4.9416,0.794,60.2,2.63,623.0,3.0,5475.0,0.982,0.947,4.43
Kepler,CONFIRMED,0.932,0.0,0.0,0.0,0.0,6.47027706,116.9,3.343,0.732,18.3,1.15,926.0,3.0,5475.0,0.982,0.947,4.43
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,3.722158895,757.4,1.9941,0.644,70.3,2.33,1046.0,1.0,5617.0,0.806,0.897,4.574
Kepler,CONFIRMED,0.997,0.0,0.0,0.0,0.0,46.9026431,821.3,3.9264,0.645,40.6,2.6,458.0,2.0,5402.0,0.865,0.774,4.452
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,5.263415218,1030.7,2.1446,0.853,117.0,3.77,1103.0,1.0,6099.0,1.028,1.098,4.456
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,4.030466786,2908.3,2.7734,0.033,227.4,4.48,970.0,2.0,5234.0,0.854,0.927,4.542
Kepler,FALSE POSITIVE,0.0,0.0,0.0,1.0,0.0,9.27989,164.3,3.33,0.579,8.6,1.29,897.0,3.0,6052.0,0.967,0.974,4.456
Kepler,CONFIRMED,0.992,0.0,0.0,0.0,0.0,328.240201,13889.0,12.2726,0.75,287.6,10.99,224.0,2.0,5234.0,0.854,0.927,4.542
Kepler,FALSE POSITIVE,0.0,0.0,1.0,0.0,0.0,22.264806569,19373.0,8.7941,0.75,873.4,12.34,585.0,1.0,5681.0,0.813,0.888,4.566
Kepler,FALSE POSITIVE,0.0,0.0,0.0,1.0,0.0,2.217038096,543.7,1.8575,0.754,49.5,3.23,1697.0,2.0,6521.0,1.276,1.334,4.352
Kepler,FALSE POSITIVE,0.334,0.0,0.0,0.0,0.0,8.874603,93.3,2.88,0.1897,5.4,1.24,1070.0,2.0,6517.0,1.278,1.332,4.349
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,4.393157678,447.2,2.4455,0.102,63.0,1.41,807.0,4.0,4799.0,0.692,0.776,4.631
Kepler,FALSE POSITIVE,0.217,1.0,0.0,0.0,0.0,251.7512,114.3,4.314,0.943,7.5,1.25,272.0,2.0,5640.0,0.921,0.962,4.492
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,16.145671932,941.1,3.7236,0.75,242.7,2.48,546.0,6.0,4900.0,0.741,0.806,4.602
Kepler,CONFIRMED,0.0,0.0,0.0,0.0,0.0,1071.232624,19046.0,16.1784,0.216,544.2,9.27,129.0,4.0,4799.0,0.692,0.776,4.631
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,2.735900074,428.9,1.9359,0.189,44.5,1.56,1075.0,2.0,5299.0,0.766,0.856,4.597
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,5.852968845,1146.5,4.5973,0.316,152.4,3.46,1056.0,1.0,6050.0,1.013,1.05,4.45
Kepler,CONFIRMED,0.921,0.0,0.0,0.0,0.0,81.1701587,1183.2,8.358,0.875,51.0,4.71,436.0,1.0,5460.0,1.165,0.907,4.263
Kepler,FALSE POSITIVE,0.598,1.0,0.0,0.0,0.0,371.17573,133.7,8.2,0.781,12.1,4.07,610.0,2.0,9030.0,3.218,2.505,3.822
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,2.820190603,467.5,2.554,0.614,64.2,2.53,1367.0,1.0,5831.0,1.121,1.047,4.359
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,21.21712312,636.0,5.89,0.89,56.2,2.97,706.0,1.0,6191.0,1.007,1.01,4.438
Kepler,FALSE POSITIVE,0.334,0.0,0.0,0.0,0.0,200.0,776.2,7.27,0.5,23.0,2.4662,979.0,1.0,5700.0,1.01,0.959,4.421
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,15.77980122,541.4,4.0369,0.025,39.4,2.11,713.0,1.0,5941.0,0.911,1.001,4.519
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,14.03490255,851.8,3.638,0.66,60.9,2.41,641.0,1.0,5258.0,0.785,0.731,4.513
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,10.35586478,660.9,2.8431,0.178,49.5,1.92,620.0,1.0,4646.0,0.778,0.764,4.539
Kepler,CONFIRMED,0.994,0.0,0.0,0.0,0.0,22.342964828,5612.8,6.66405,0.031,1118.9,9.99,785.0,4.0,6181.0,1.331,1.106,4.234
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,11.38840217,438.0,3.6949,0.243,34.7,3.04,979.0,2.0,5876.0,1.456,1.093,4.151
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,20.5498184,1564.3,5.5484,0.649,123.1,4.04,657.0,6.0,5688.0,0.971,0.895,4.415
Kepler,CANDIDATE,0.334,0.0,0.0,0.0,0.0,934.09418462,8709.6,17.489,0.4948,135.5,7.89,177.0,6.0,5937.0,0.832,0.916,4.559
Kepler,CANDIDATE,0.804,0.0,0.0,0.0,0.0,199.83920527,44490.0,4.378,0.811,590.6,21.48,276.0,1.0,5457.0,0.869,0.974,4.548
Kepler,FALSE POSITIVE,0.471,1.0,0.0,0.0,0.0,17.4217322,208.4,4.718,0.415,9.3,1.42,727.0,3.0,6052.0,0.967,0.974,4.456
Kepler,CANDIDATE,0.0,0.0,0.0,0.0,0.0,15.84132627,31083.0,1.8215,0.891,135.8,16.84,575.0,1.0,5119.0,0.702,0.675,4.575
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,5.931196562,1007.4,2.4999,0.886,90.5,2.01,562.0,2.0,3984.0,0.539,0.557,4.72
Kepler,CONFIRMED,0.0,0.0,0.0,0.0,0.0,0.837491225,190.4,1.796,0.022,189.5,1.43,1980.0,2.0,5676.0,1.044,0.884,4.347
Kepler,CONFIRMED,0.987,0.0,0.0,0.0,0.0,7.40611676,417.9,2.8826,0.077,49.6,1.37,678.0,4.0,4799.0,0.692,0.776,4.631
Kepler,CONFIRMED,0.997,0.0,0.0,0.0,0.0,21.803708,246.4,3.369,0.568,18.5,1.11,473.0,4.0,4799.0,0.692,0.776,4.631
Kepler,FALSE POSITIVE,0.0,0.0,0.0,1.0,0.0,4.66229074,345.4,3.73,1.197,29.8,24.12,1166.0,1.0,6191.0,1.025,1.088,4.454
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,29.9111886,942.0,6.6436,0.041,50.8,2.9,541.0,2.0,5275.0,0.969,0.855,4.397
Kepler,FALSE POSITIVE,0.0,0.0,1.0,1.0,1.0,2.908453928,427.5,2.5363,1.195,40.4,19.44,1181.0,1.0,5786.0,0.824,0.895,4.558
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,25.69581456,1130.8,4.0251,0.68,45.1,1.7,314.0,1.0,3787.0,0.477,0.496,4.775
Kepler,FALSE POSITIVE,0.0,0.0,1.0,1.0,0.0,25.70280003,5623.8,3.1644,1.27,67.9,33.1,562.0,1.0,5532.0,0.835,0.782,4.488
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,13.64617478,633.0,3.4098,0.115,43.4,2.06,678.0,1.0,5569.0,0.829,0.928,4.566
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,3.213668926,727.8,3.98235,0.021,346.9,4.13,1515.0,1.0,5795.0,1.545,1.097,4.101
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,8.13121389,111.8,4.2386,0.622,55.3,1.58,1117.0,3.0,6181.0,1.424,1.231,4.22
Kepler,CONFIRMED,0.999,0.0,0.0,0.0,0.0,41.8854433,687.4,6.763,0.917,47.0,3.28,540.0,2.0,5735.0,1.028,0.875,4.356
Kepler,CONFIRMED,0.992,0.0,0.0,0.0,0.0,13.81733587,223.2,4.261,0.967,20.4,2.04,781.0,2.0,5735.0,1.028,0.875,4.356
Kepler,CONFIRMED,0.9,0.0,0.0,0.0,0.0,52.8148051,553.7,7.309,0.002,27.4,3.33,562.0,3.0,5565.0,1.439,0.989,4.117
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,8.30783912,777.5,3.1516,0.019,66.4,2.15,751.0,2.0,5320.0,0.786,0.882,4.589
Kepler,CONFIRMED,0.999,0.0,0.0,0.0,0.0,34.0963441,472.7,3.896,0.386,21.5,1.71,469.0,2.0,5320.0,0.786,0.882,4.589
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,6.45442931,586.1,2.6772,0.749,45.3,2.48,999.0,1.0,6092.0,0.943,1.016,4.496
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,3.595769013,383.7,3.1569,0.496,45.9,2.39,1296.0,2.0,5762.0,1.196,1.001,4.283
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,52.6615266,1078.1,3.1592,0.682,38.4,1.87,271.0,2.0,3984.0,0.539,0.557,4.72
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,1.902208647,2343.5,2.19877,0.116,363.2,4.45,1346.0,2.0,5400.0,0.937,0.931,4.463
Kepler,CANDIDATE,0.991,0.0,0.0,0.0,0.0,20.605501,37.1,3.793,0.705,11.1,0.85,806.0,3.0,6099.0,1.308,0.974,4.193
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,15.90688891,924.7,3.9879,0.014,75.0,2.35,588.0,2.0,5097.0,0.797,0.829,4.554
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,4.973455252,741.6,1.6519,0.817,65.4,2.46,867.0,2.0,5097.0,0.797,0.829,4.554
Kepler,FALSE POSITIVE,0.0,0.0,0.0,1.0,1.0,30.5528972,865.2,5.269,1.216,35.6,30.74,670.0,1.0,6284.0,1.138,1.051,4.349
Kepler,FALSE POSITIVE,0.0,0.0,0.0,1.0,1.0,4.804469031,744.4,3.4587,0.979,67.3,3.35,953.0,1.0,5470.0,0.809,0.805,4.528
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,1.616883373,437.3,1.6325,0.856,43.9,4.47,1774.0,1.0,4868.0,1.816,0.959,3.902
Kepler,CANDIDATE,0.498,0.0,0.0,0.0,0.0,9.5539134,26.8,5.261,0.142,13.1,0.68,1012.0,2.0,6175.0,1.307,1.244,4.299
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,13.19322809,585.7,5.0036,0.005,50.9,2.94,862.0,2.0,5946.0,1.223,1.113,4.309
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,10.31174786,275.9,3.1818,0.747,81.7,1.34,634.0,6.0,4900.0,0.741,0.806,4.602
Kepler,CONFIRMED,0.996,0.0,0.0,0.0,0.0,4.42535097,179.0,3.504,0.177,22.1,1.63,1240.0,2.0,5946.0,1.223,1.113,4.309
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,4.302139338,747.2,2.0289,0.652,65.5,2.46,937.0,2.0,5041.0,0.857,0.807,4.479
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,3.137845914,305.7,1.91,0.454,30.8,1.5,1041.0,2.0,5041.0,0.857,0.807,4.479
Kepler,CANDIDATE,0.57,0.0,0.0,0.0,0.0,6.77067637,65.8,5.982,0.127,19.6,1.9,1499.0,2.0,6337.0,2.335,1.556,3.893
Kepler,FALSE POSITIVE,0.0,0.0,1.0,1.0,1.0,3.74782314,423.4,5.133,1.202,53.8,25.59,1253.0,1.0,6161.0,1.053,1.15,4.454
Kepler,FALSE POSITIVE,0.0,0.0,1.0,1.0,0.0,1.09173174,186.9,1.9719,0.334,32.2,1.07,1488.0,1.0,5354.0,0.788,0.884,4.587
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,20.68420772,858.5,6.4415,0.488,59.6,3.28,729.0,2.0,6246.0,1.092,1.18,4.433
Kepler,CONFIRMED,0.955,0.0,0.0,0.0,0.0,50.6985408,610.9,5.972,0.137,30.1,3.58,595.0,2.0,5876.0,1.456,1.093,4.151
Kepler,FALSE POSITIVE,0.0,0.0,0.0,1.0,1.0,2.9926465,105.9,1.81,0.319,16.1,0.89,1170.0,1.0,5718.0,0.863,0.96,4.549
Kepler,CANDIDATE,0.866,0.0,0.0,0.0,0.0,0.589376952,80.7,1.71,0.491,11.4,0.93,2162.0,3.0,5714.0,1.015,1.007,4.428
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,39.7529915,549.3,4.9641,0.046,40.9,2.37,568.0,1.0,6072.0,1.01,0.96,4.411
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,9.99760285,638.7,3.4423,0.851,39.0,2.82,860.0,4.0,6004.0,0.977,1.061,4.484
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,90.4117992,1265.0,7.106,0.849,35.4,3.96,413.0,4.0,6004.0,0.977,1.061,4.484
Kepler,CONFIRMED,0.982,0.0,0.0,0.0,0.0,13.54057461,461.0,4.4673,0.18,53.3,2.17,779.0,3.0,5767.0,1.014,0.918,4.389
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,1.732346403,182.4,2.2139,0.184,41.2,1.37,1546.0,3.0,5767.0,1.014,0.918,4.389
Kepler,CANDIDATE,0.974,0.0,0.0,0.0,0.0,1.74610057,54.2,1.299,0.032,9.2,1.24,1689.0,2.0,4854.0,1.749,0.97,3.939
Kepler,CONFIRMED,0.868,0.0,0.0,0.0,0.0,7.0257409,190.7,2.245,0.812,21.2,1.56,969.0,3.0,5767.0,1.014,0.918,4.389
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,16.21774917,758.3,4.9274,0.336,80.3,2.22,664.0,1.0,5837.0,0.798,0.887,4.577
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,11.72291212,492.2,4.2064,0.012,58.8,2.08,766.0,1.0,5550.0,0.953,0.894,4.431
Kepler,FALSE POSITIVE,0.334,0.0,0.0,0.0,0.0,8.661374,160.1,2.972,0.6469,4.7,1.32,945.0,1.0,6250.0,0.986,1.052,4.472
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,9.66857386,411.7,2.4656,0.8,36.9,1.9,730.0,1.0,5288.0,0.836,0.884,4.541
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,7.053527145,1480.1,2.3982,0.172,92.3,2.16,547.0,5.0,4041.0,0.567,0.584,4.697
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,9.521644639,1491.3,2.3569,0.023,79.2,2.16,495.0,5.0,4041.0,0.567,0.584,4.697
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,3.072146607,539.0,1.8732,0.032,44.9,1.3,722.0,5.0,4041.0,0.567,0.584,4.697
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,4.645382149,565.5,2.0271,0.154,40.4,1.33,629.0,5.0,4041.0,0.567,0.584,4.697
Kepler,CONFIRMED,0.999,0.0,0.0,0.0,0.0,9.82578495,433.3,5.2498,0.888,38.1,2.66,935.0,2.0,6246.0,1.092,1.18,4.433
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,25.30291816,2105.7,4.4903,0.04,117.7,3.95,535.0,3.0,5121.0,0.888,0.822,4.457
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,21.30020491,659.8,4.0852,0.075,58.1,2.99,725.0,2.0,6008.0,1.168,1.117,4.35
Kepler,CONFIRMED,0.881,0.0,0.0,0.0,0.0,289.864067,529.1,7.565,0.856,57.4,2.34,257.0,1.0,5516.0,0.886,0.799,4.446
Kepler,FALSE POSITIVE,0.0,0.0,1.0,1.0,0.0,10.29767658,655.5,6.649,1.194,57.0,39.14,1022.0,2.0,5671.0,1.608,1.121,4.075
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,51.0674355,597.5,4.374,0.482,18.7,2.44,499.0,4.0,6004.0,0.977,1.061,4.484
Kepler,FALSE POSITIVE,0.334,0.0,0.0,0.0,0.0,199.99763493,776.2,3.43,0.5,23.0,2.4662,979.0,1.0,5700.0,1.01,0.959,4.421
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,1.682695938,703.8,1.3867,0.025,75.4,1.23,750.0,1.0,3669.0,0.47,0.494,4.787
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,17.30795548,633.0,5.1126,0.0,46.4,3.56,815.0,3.0,5565.0,1.439,0.989,4.117
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,10.423677439,777.3,5.2257,0.005,204.4,3.72,1012.0,4.0,6181.0,1.331,1.106,4.234
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,2.09227115,207.6,2.4062,0.271,30.0,2.06,1648.0,3.0,5565.0,1.439,0.989,4.117
Kepler,CONFIRMED,0.982,0.0,0.0,0.0,0.0,45.29422297,477.1,6.83,0.025,134.8,2.26,524.0,2.0,5676.0,1.044,0.884,4.347
Kepler,FALSE POSITIVE,0.334,0.0,0.0,0.0,0.0,260.20717331,776.2,6.59,0.5,23.0,2.4662,979.0,1.0,5700.0,1.01,0.959,4.421
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,16.70920628,839.8,2.7052,0.855,40.4,2.27,500.0,2.0,4621.0,0.668,0.656,4.605
Kepler,CONFIRMED,0.895,0.0,0.0,0.0,0.0,28.55158187,807.8,4.1502,0.623,36.0,1.97,418.0,2.0,4621.0,0.668,0.656,4.605
Kepler,FALSE POSITIVE,0.0,0.0,1.0,1.0,1.0,4.045057186,752.7,2.9954,1.292,62.2,30.33,1126.0,1.0,5906.0,0.87,0.821,4.473
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,10.13958818,1155.9,2.6446,0.078,40.3,1.68,447.0,2.0,3893.0,0.5,0.521,4.758
Kepler,CONFIRMED,0.0,0.0,0.0,0.0,0.0,43.5859419,1708.7,4.6814,0.011,38.9,2.05,275.0,2.0,3893.0,0.5,0.521,4.758
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,0.986785834,450.0,1.1879,0.026,51.5,1.19,1054.0,5.0,4041.0,0.567,0.584,4.697
Kepler,CANDIDATE,0.998,0.0,0.0,0.0,0.0,24.7962801,574.4,8.33,0.01,43.6,2.7,664.0,1.0,5770.0,1.141,1.02,4.333
Kepler,FALSE POSITIVE,0.0,0.0,0.0,1.0,1.0,5.91037674,256.9,3.421,0.123,34.5,1.38,937.0,1.0,5515.0,0.867,0.76,4.443
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,27.4536146,136.4,3.747,0.765,27.5,0.95,457.0,6.0,4900.0,0.741,0.806,4.602
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,8.22241355,1468.6,2.71,0.246,67.0,2.28,558.0,1.0,4213.0,0.615,0.626,4.658
Kepler,FALSE POSITIVE,0.0,1.0,0.0,1.0,0.0,0.635587392,147.7,4.7,1.151,40.9,28.58,2587.0,2.0,5671.0,1.608,1.121,4.075
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,13.02363236,607.0,3.9734,0.032,50.5,2.3,743.0,1.0,5627.0,0.945,0.925,4.453
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,11.6370303,604.3,3.3372,0.066,36.4,2.9,857.0,2.0,5576.0,1.198,0.945,4.257
Kepler,CANDIDATE,0.995,0.0,0.0,0.0,0.0,6.93650854,88.7,3.674,0.331,11.3,1.51,1305.0,2.0,6615.0,1.574,1.343,4.173
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,5.68798675,476.4,2.2682,0.663,33.0,2.76,1088.0,2.0,5576.0,1.198,0.945,4.257
Kepler,FALSE POSITIVE,0.059,0.0,1.0,0.0,0.0,3.055171082,8665.3,1.6798,1.204,143.2,35.24,1358.0,1.0,6237.0,0.987,0.948,4.426
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,5.40426917,860.6,2.5315,0.229,40.5,2.85,1073.0,3.0,6122.0,0.964,1.041,4.487
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,11.67894236,1185.1,1.2641,0.94,23.1,4.17,830.0,3.0,6122.0,0.964,1.041,4.487
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,1.208462378,227.3,1.544,0.831,17.4,1.64,1767.0,3.0,6122.0,0.964,1.041,4.487
Kepler,CONFIRMED,0.994,0.0,0.0,0.0,0.0,2.85188338,114.9,2.666,0.578,10.1,1.23,1398.0,2.0,6123.0,1.107,1.159,4.413
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,12.91385906,487.9,5.3685,0.845,40.5,2.49,849.0,1.0,6253.0,0.997,0.93,4.41
Kepler,CONFIRMED,0.953,0.0,0.0,0.0,0.0,54.31996151,1975.0,8.5858,0.497,291.3,6.07,584.0,4.0,6181.0,1.331,1.106,4.234
Kepler,FALSE POSITIVE,0.0,0.0,1.0,0.0,0.0,252.0792347,5582.6,3.9808,1.283,104.1,41.07,318.0,1.0,6348.0,1.014,1.016,4.434
Kepler,FALSE POSITIVE,0.0,0.0,0.0,1.0,0.0,27.04627886,900.8,2.666,0.962,48.8,3.54,636.0,1.0,6332.0,0.915,1.001,4.516
Kepler,FALSE POSITIVE,0.0,0.0,0.0,1.0,1.0,3.723560726,540.0,3.435,0.954,58.9,3.46,1401.0,1.0,6535.0,1.181,1.202,4.373
Kepler,CANDIDATE,0.949,0.0,0.0,0.0,0.0,18.3848331,151.8,3.545,0.711,10.3,1.15,587.0,2.0,5083.0,0.872,0.815,4.468
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,3.705991661,501.4,5.1658,0.623,100.3,2.43,1281.0,1.0,6187.0,1.034,0.997,4.409
Kepler,FALSE POSITIVE,0.0,1.0,0.0,0.0,0.0,5.188671659,548.9,5.0534,0.884,331.6,5.2,2118.0,1.0,9523.0,1.941,2.202,4.205
Kepler,FALSE POSITIVE,0.001,0.0,1.0,0.0,0.0,2.236100588,27241.0,1.8643,1.427,43.0,55.59,1255.0,1.0,5708.0,0.795,0.883,4.578
Kepler,CONFIRMED,0.932,0.0,0.0,0.0,0.0,40.606895,657.5,5.756,0.494,36.3,2.67,521.0,1.0,5538.0,1.027,0.93,4.384
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,13.76710058,684.8,2.9105,0.806,41.6,2.24,595.0,5.0,5001.0,0.76,0.806,4.582
Kepler,CANDIDATE,0.976,0.0,0.0,0.0,0.0,2.2165905,28.7,1.0,0.703,2.8,0.48,1215.0,2.0,5397.0,0.831,0.878,4.543
Kepler,CONFIRMED,0.996,0.0,0.0,0.0,0.0,6.1954595,296.4,2.952,0.647,27.1,1.37,776.0,5.0,5001.0,0.76,0.806,4.582
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,3.25058201,218.4,2.2537,0.684,24.0,1.19,962.0,5.0,5001.0,0.76,0.806,4.582
Kepler,CONFIRMED,0.998,0.0,0.0,0.0,0.0,8.34819209,288.9,2.835,0.799,22.1,1.45,702.0,5.0,5001.0,0.76,0.806,4.582
Kepler,FALSE POSITIVE,0.0,0.0,0.0,1.0,1.0,2.399069173,286.6,3.2576,0.649,37.8,1.78,1354.0,1.0,5654.0,1.001,0.908,4.395
Kepler,CANDIDATE,1.0,0.0,0.0,0.0,0.0,3.65849707,4398.0,2.573,0.906,47.0,14.61,1583.0,1.0,5857.0,1.822,1.135,3.972
Kepler,FALSE POSITIVE,0.146,1.0,0.0,0.0,0.0,91.172033,368.5,6.676,0.005,7.3,1.58,360.0,2.0,5552.0,0.836,0.931,4.562
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,3.701765401,288.3,2.6061,0.713,35.9,1.63,1050.0,2.0,5252.0,0.898,0.815,4.442
Kepler,CONFIRMED,0.97,0.0,0.0,0.0,0.0,86.4943704,995.2,7.471,0.741,42.6,3.07,367.0,2.0,5252.0,0.898,0.815,4.442
Kepler,FALSE POSITIVE,0.0,0.0,0.0,1.0,0.0,5.17968868,121.8,3.7256,1.203,48.4,18.91,972.0,1.0,5761.0,0.815,0.857,4.548
Kepler,CONFIRMED,0.963,0.0,0.0,0.0,0.0,51.84688984,9636.3,4.7769,0.681,257.2,8.73,413.0,3.0,5227.0,0.838,0.876,4.535
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,4.180048081,1765.6,2.4479,0.047,124.3,3.44,957.0,3.0,5227.0,0.838,0.876,4.535
Kepler,FALSE POSITIVE,0.04,1.0,0.0,1.0,0.0,68.832195,678.1,3.31,0.633,8.2,2.35,411.0,2.0,5687.0,0.86,0.93,4.538
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,1.729367077,484.4,1.7442,0.278,44.7,1.82,1284.0,3.0,5227.0,0.838,0.876,4.535
Kepler,FALSE POSITIVE,0.0,0.0,1.0,0.0,0.0,5.26640614,59294.0,3.6163,0.869,339.9,38.05,1163.0,1.0,5916.0,1.175,0.995,4.296
Kepler,FALSE POSITIVE,0.0,0.0,1.0,1.0,0.0,44.18938922,4293.5,6.8151,1.03,102.0,14.0,537.0,1.0,6061.0,0.968,0.939,4.438
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,29.00789166,906.3,5.0274,0.761,44.1,2.64,498.0,1.0,5295.0,0.801,0.861,4.566
Kepler,FALSE POSITIVE,0.0,0.0,1.0,1.0,0.0,47.878243,910.0,4.066,1.076,30.9,8.15,317.0,1.0,4254.0,0.624,0.612,4.634
Kepler,CANDIDATE,1.0,0.0,0.0,0.0,0.0,2.433703498,258.3,0.975,0.952,10.2,1.66,1112.0,2.0,5251.0,0.778,0.869,4.592
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,13.69942266,1292.9,4.3409,0.03,120.0,3.85,771.0,2.0,5541.0,1.089,0.929,4.332
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,4.309381978,310.7,2.8977,0.034,42.3,1.89,1134.0,2.0,5541.0,1.089,0.929,4.332
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,4.9213639,761.3,1.8806,0.026,77.7,2.14,868.0,2.0,5076.0,0.799,0.827,4.55
Kepler,CONFIRMED,0.981,0.0,0.0,0.0,0.0,87.0912594,1129.1,7.0,0.845,41.8,2.95,321.0,5.0,5001.0,0.76,0.806,4.582
Kepler,FALSE POSITIVE,0.9,0.0,0.0,1.0,0.0,1.583160478,732.6,1.1935,0.897,97.7,3.27,1619.0,1.0,6063.0,1.012,1.117,4.476
Kepler,CANDIDATE,0.949,0.0,0.0,0.0,0.0,7.9788198,83.8,2.874,0.05,8.3,0.99,927.0,4.0,5553.0,1.098,0.941,4.33
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,18.49234792,1655.5,3.4744,0.034,61.4,3.34,603.0,1.0,5289.0,0.838,0.769,4.477
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,7.930583519,826.1,3.6083,0.559,89.9,3.05,899.0,2.0,5674.0,1.032,1.086,4.446
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,7.07136119,65.7,2.757,0.658,22.4,0.63,719.0,6.0,4900.0,0.741,0.806,4.602
Kepler,FALSE POSITIVE,0.0,0.0,1.0,1.0,1.0,9.50150926,509.5,6.852,1.237,34.8,25.77,843.0,1.0,5938.0,0.908,0.992,4.518
Kepler,CONFIRMED,1.0,0.0,0.0,0.0,0.0,15.65563866,955.9,3.9305,0.304,53.2,2.55,623.0,1.0,5185.0,0.837,0.779,4.484
