mission,disposition,disposition_score,fp_flag_nt,fp_flag_ss,fp_flag_co,fp_flag_ec,orbital_period,transit_depth,transit_duration,impact_parameter,signal_to_noise,planet_radius_earth,planet_temp,planet_count_in_system,stellar_temperature,stellar_radius,stellar_mass,stellar_logg
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,4.175186,776.2,3.491,0.17,23.0,12.921152692000001,1203.0,1.0,5950.0,1.1,1.1,4.4
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,4.1752387,1.4,3.46272,0.452,23.0,13.844350000000002,1356.0,1.0,6149.0,1.155,1.222,4.4
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,4.175235,1.3791,3.432,0.5,23.0,12.76819,979.0,1.0,5700.0,1.0878,0.959,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,1.915311,776.2,3.50832,0.5,23.0,13.142604000000002,979.0,1.0,5494.0,1.58042,0.963,4.02415
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,1.915298,776.2,3.5592,0.13,23.0,17.151300000000003,979.0,1.0,5700.0,1.94,0.959,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,1.9153073,776.2,3.491,0.5,23.0,11.93865,979.0,1.0,5366.0,1.503,1.03,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,1.915291,776.2,3.491,0.16,23.0,13.851235630400001,1746.0,1.0,5599.0,1.56,1.1,4.1
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,1.9153073,776.2,3.4968,0.27,23.0,11.93865,1823.0,1.0,5366.0,1.503,1.03,4.095
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,1.9153196,0.847,3.5496,0.5,23.0,14.416060000000002,979.0,1.0,5700.0,1.592,0.959,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,1.91552575756,0.73831867,3.5663951,0.5,23.0,13.7430054345,1764.73,1.0,5494.0,1.58042,0.959,4.02415
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,9.5521,776.2,3.96,0.47,23.0,2.2301988967,979.0,2.0,6290.0,1.18,1.07,4.29
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,9.55804,0.03,3.5,0.4,23.0,2.3202070134,1046.0,2.0,6277.0,1.29,1.08,4.25
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,9.55385,776.2,3.816,0.63,23.0,2.39894,1146.0,2.0,6254.0,1.281,1.027,4.234
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,9.554515,776.2,3.491,0.5,23.0,2.3296943727,979.0,2.0,6321.0,1.273595,1.119172,4.19
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,9.55287,776.2,3.491,0.5,23.0,2.4662,979.0,2.0,6364.0,1.269,0.959,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,9.55237,776.2,3.775,0.67,23.0,2.4402176862000005,1153.0,2.0,6327.0,1.296,1.091,4.252
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,9.55288,776.2,3.491,0.5,23.0,2.4002182763000004,1040.0,2.0,6364.0,1.269,1.154,4.291
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,21.05652,776.2,3.491,0.5,23.0,4.3793982569,799.0,2.0,6364.0,1.269,1.154,4.291
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,21.056614,776.2,3.491,0.5,23.0,2.4662,979.0,2.0,6290.0,1.18,1.07,4.29
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,21.057504,776.2,3.491,0.5,23.0,4.294436994300001,979.0,2.0,6321.0,1.273595,1.119172,4.19
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,21.0576,776.2,4.693,0.34,23.0,3.9503524340000005,979.0,2.0,6290.0,1.18,1.07,4.29
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,21.05731,776.2,3.491,0.5,23.0,4.9804528981,979.0,2.0,6256.0,1.31,1.079,4.235
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,21.05683,0.0992,4.3776,0.43,23.0,4.050361328,979.0,2.0,6498.0,1.2427,1.33,4.37319
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,21.05603,776.2,3.491,0.5,23.0,4.786426967200001,979.0,2.0,6244.0,1.299,1.024,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,21.05652,776.2,4.728,0.688,23.0,2.4662,979.0,2.0,6364.0,1.269,0.959,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,21.05704,776.2,4.638,0.52,23.0,4.3503881221,886.0,2.0,6327.0,1.296,1.091,4.252
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,21.05788,0.1,4.4,0.27,23.0,4.3103845645000005,804.0,2.0,6277.0,1.29,1.08,4.25
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,21.058,776.2,4.728,0.688,23.0,4.405530000000001,874.0,2.0,6254.0,1.281,1.027,4.234
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,1.62116,0.00575,3.28,0.27,23.0,1.3101190897000001,2130.0,2.0,5799.0,1.59,1.04,4.05
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,479.9,776.2,3.491,0.5,23.0,2.4662,370.0,2.0,5799.0,1.59,1.04,4.05
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,10.6413,776.2,3.491,0.5,23.0,0.9100827290000001,968.0,3.0,5784.0,1.147,1.013,4.32
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,36.57669,776.2,3.491,0.5,23.0,2.4202200551,641.0,3.0,5784.0,1.147,1.013,4.32
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,138.0731,776.2,3.491,0.5,23.0,2.4002182763000004,411.0,3.0,5784.0,1.147,1.013,4.32
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,0.959641,776.2,3.491,0.5,23.0,1.6701518928000003,1774.0,4.0,5261.0,0.88,0.837,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,6.17998508,776.2,3.491,0.5,23.0,2.4662,979.0,4.0,5700.0,1.01,0.959,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,0.959641,776.2,3.491,0.5,23.0,1.7001545610000002,1608.0,4.0,5261.0,0.872,0.866,4.47
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,0.959628,776.2,1.65,0.131,23.0,1.5571389504,1860.0,4.0,5370.0,0.828,0.883,4.52
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,0.96,776.2,3.491,0.5,23.0,1.62614502,979.0,4.0,5261.0,0.88,0.837,4.47
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,0.959641,0.0294,1.622,0.47,23.0,1.7001516464000002,979.0,4.0,5261.0,0.86,0.86,4.47
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,0.959628,776.2,1.6488,0.49,23.0,1.7936,979.0,4.0,5700.0,0.88,0.959,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,0.959665,776.2,3.491,0.5,23.0,1.6239198350000001,979.0,4.0,5366.0,0.836616,0.89032,4.54
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,0.959624,776.2,3.491,0.39,23.0,1.7001516464000002,1669.0,4.0,5528.0,0.87,0.94,4.53
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,0.959632,776.2,1.65,0.11,23.0,1.5741431752000004,1759.0,4.0,5286.0,0.835,0.877,4.51
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,0.959622,776.2,3.491,0.5,23.0,1.6001454428000002,979.0,4.0,5438.0,0.83,0.959,4.6
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,0.95965428,776.2,1.609,0.181,23.0,1.6271479787000003,1777.0,4.0,5300.0,0.871,0.852,4.47
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,6.17998508,776.2,3.491,0.5,23.0,2.4662,979.0,4.0,5700.0,1.01,0.959,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,29.875221,776.2,3.491,0.5,23.0,2.3002091581,979.0,4.0,5438.0,0.83,0.959,4.6
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,29.84622,776.2,4.81,0.3,23.0,2.7402491885,548.0,4.0,5286.0,0.835,0.877,4.51
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,29.839835,776.2,5.0592,0.63,23.0,3.0267000000000004,979.0,4.0,5700.0,0.88,0.959,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,29.8454,0.0946,5.15,0.5,23.0,3.0102684941,979.0,4.0,5261.0,0.86,0.86,4.47
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,29.8454,776.2,3.491,0.5,23.0,3.0002727613,564.0,4.0,5261.0,0.88,0.837,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,29.83832,776.2,3.491,0.46,23.0,2.8602551531000002,531.0,4.0,5528.0,0.87,0.94,4.53
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,29.8454,776.2,4.81,0.54,23.0,2.8502542637,500.0,4.0,5370.0,0.828,0.883,4.52
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,29.844982,776.2,3.491,0.5,23.0,2.8309142112,979.0,4.0,5366.0,0.836616,0.89032,4.54
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,29.8464948,776.2,4.869,0.451,23.0,2.9232657784000002,565.0,4.0,5300.0,0.871,0.852,4.47
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,29.8454,776.2,3.491,0.5,23.0,3.0102737628000007,511.0,4.0,5261.0,0.872,0.866,4.47
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,6.17998508,776.2,3.491,0.5,23.0,2.4662,979.0,4.0,5700.0,1.01,0.959,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,8.4112,776.2,3.491,0.5,23.0,2.4662,979.0,4.0,5261.0,0.88,0.837,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,8.4783,776.2,3.491,0.5,23.0,2.4662,859.5,4.0,5300.0,0.871,0.852,4.47
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,8.509,776.2,3.491,0.5,23.0,2.4662,979.0,4.0,5261.0,0.86,0.86,4.47
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,8.509,776.2,3.491,0.5,23.0,2.4662,776.0,4.0,5261.0,0.872,0.866,4.47
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,102.09,776.2,3.491,0.5,23.0,2.4662,374.8,4.0,5300.0,0.871,0.852,4.47
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,96.63,776.2,3.491,0.5,23.0,2.4662,979.0,4.0,5261.0,0.88,0.837,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,15.611,776.2,3.304,0.783,23.0,2.8842622649000003,911.0,3.0,6252.6,1.22,1.2,4.372
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,15.61136332661,0.05204898,3.2002615,0.5,23.0,2.9035987302,829.66,3.0,6061.77,1.22568,0.959,4.31439
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,15.613426,0.0362,3.0144,0.5,23.0,3.363,979.0,3.0,6460.0,1.438,0.959,4.264
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,15.604,776.2,3.491,0.5,23.0,2.4662,979.0,3.0,6148.0,1.22,1.19,4.36
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,0.719573,776.2,3.491,0.5,23.0,1.6131466887,2463.0,2.0,5959.0,1.22,1.18,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,0.719597,0.0149,1.5336,0.5,23.0,2.4662,979.0,2.0,6080.0,1.224,0.959,4.338
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,0.71957120984,0.01596404,1.7575219,0.5,23.0,1.6109882032,2301.94,2.0,5910.0,1.25505,0.959,4.27216
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,0.719573,776.2,1.7976,0.4,23.0,1.6131438862,979.0,2.0,5700.0,1.22,1.18,4.34
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,11.8143,0.1477,5.7072,0.6,23.0,7.264080000000001,1068.0,1.0,5622.0,1.733,1.324,4.083
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,11.8143,0.1509,5.7336,0.645,23.0,7.398600000000001,1089.0,1.0,5576.0,1.747,1.157,4.016
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,11.81417261526,0.15048942,5.5649352,0.5,23.0,6.9731272525,1039.22,1.0,5609.0,1.78598,0.959,3.93083
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,11.8144024,776.2,5.65,0.564,23.0,2.4662,979.0,1.0,5499.0,1.657,0.959,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,11.81399,776.2,3.491,0.489,23.0,6.860612034100001,1053.0,1.0,5499.0,1.657,1.12,4.044
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,11.814417,776.2,3.491,0.5,23.0,2.4662,979.0,1.0,5499.0,1.657,1.12,4.044
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,9.1205,0.097,3.491,0.5,23.0,2.4662,979.0,1.0,5089.0,0.72,0.81,4.59
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,9.0949,776.2,3.491,0.5,23.0,2.5302300627000003,745.0,1.0,5089.0,0.716,0.755,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,9.1205,0.0967,3.491,0.65,23.0,2.5334600000000003,690.0,1.0,5089.0,0.716,0.775,4.59
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,9.100412,0.1085,2.181,0.5,23.0,2.5941058758,644.0,1.0,5013.7,0.77,0.959,4.58
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,9.1004157,0.0889,2.431,0.34,23.0,2.4692245701,753.2,1.0,5048.0,0.758,0.8,4.582
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,15.57208,776.2,3.491,0.5,23.0,2.5952359559000002,959.0,6.0,6320.0,1.273,1.16,4.294
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,15.5718552,0.038,4.931,0.5,23.0,2.443392134,912.0,6.0,6352.33,1.31,0.959,4.30502
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,15.572098,776.2,3.491,0.5,23.0,2.4662,979.0,6.0,6226.0,1.343,1.168,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,15.5712,776.2,3.491,0.55,23.0,2.9002587107,979.0,6.0,6199.0,1.4,1.15,4.18
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,31.6978,776.2,3.491,0.53,23.0,2.5602283590000003,979.0,6.0,6199.0,1.4,1.15,4.18
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,31.70648,776.2,3.491,0.5,23.0,2.4662,979.0,6.0,6226.0,1.343,1.168,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,31.71802083162,0.0292865,2.3326321,0.5,23.0,2.3000139920000002,696.5,6.0,6352.33,1.30883,0.959,4.30502
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,31.70603,776.2,3.491,0.5,23.0,2.7272479426,757.0,6.0,6320.0,1.273,1.16,4.294
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,156.0,776.2,12.71,0.5,23.0,3.9603533234000006,979.0,6.0,6199.0,1.4,1.15,4.18
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,278.3618,776.2,3.491,0.5,23.0,3.5403219099000003,367.0,6.0,6320.0,1.273,1.16,4.294
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,278.3618,776.2,3.491,0.5,23.0,2.4662,979.0,6.0,5700.0,1.28,0.959,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,48.1,776.2,12.71,0.5,23.0,2.4662,979.0,6.0,6199.0,1.35,1.14,4.2
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,1114.0,776.2,3.491,0.5,23.0,2.4662,979.0,6.0,6226.0,1.343,1.168,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,131.0,776.2,13.007,0.31,23.0,5.5104915167,979.0,6.0,6199.0,1.4,1.15,4.18
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,369.0,776.2,3.491,0.5,23.0,4.9204474496,335.0,6.0,6320.0,1.273,1.16,4.294
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,6.17998508,776.2,3.491,0.5,23.0,2.4662,979.0,6.0,6226.0,1.343,1.168,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,1084.0,776.2,3.491,0.5,23.0,2.4662,979.0,6.0,6226.0,1.343,1.168,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,46.4,0.5,18.998,0.227,23.0,2.4662,979.0,6.0,6199.0,1.35,1.14,4.2
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,542.07975,776.2,3.491,0.5,23.0,9.2008366324,294.0,6.0,6320.0,1.273,1.16,4.294
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,324.0,776.2,18.998,0.227,23.0,10.200909990500001,979.0,6.0,6199.0,1.4,1.15,4.18
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,19.307044,776.2,3.491,0.5,23.0,3.7350430850000005,979.0,1.0,5638.0,0.902012,0.958188,4.53
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,19.30481,0.1691,3.8064,0.5,23.0,2.98186,979.0,1.0,5700.0,0.721,0.959,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,19.30553,776.2,3.491,0.5,23.0,3.7733430589,649.0,1.0,5533.0,0.956,0.88,4.47
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,19.292062,0.164,4.413,0.5,23.0,2.4662,979.0,1.0,5533.0,0.968923,0.973,4.4536
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,19.30691,0.144,3.491,0.5,23.0,3.9203497658000006,703.0,1.0,5647.0,0.93,0.94,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,19.307107,0.165,3.8,0.4,23.0,3.8303416491,979.0,1.0,5454.0,0.86,0.959,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,19.3037,776.2,3.777,0.5,23.0,4.3703899009,979.0,1.0,5581.0,1.08,0.92,4.333
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,19.3044,776.2,3.491,0.4,23.0,3.8403425385000007,979.0,1.0,5620.0,0.98,0.92,4.5
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,1.673847,776.2,1.5408,0.46,23.0,3.5872,979.0,1.0,5700.0,1.23,0.959,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,1.673916,776.2,1.55,0.43,23.0,3.5003122989000004,979.0,1.0,6120.0,1.19,1.18,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,1.6739035,776.2,3.491,0.791,23.0,3.8803528221,1841.0,1.0,5945.0,1.24,1.15,4.33
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,1.673737,0.01225,1.4784,0.5,23.0,1.5245600000000001,979.0,1.0,5700.0,1.273,0.959,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,1.67389,776.2,3.491,0.5,23.0,3.5703246902000005,1720.0,1.0,6044.0,1.227,1.21,4.4
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,1.6739,0.06,3.491,0.5,23.0,2.4662,979.0,1.0,6115.49,1.21742,1.153,4.32901
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,1.674,0.0589,1.398,0.218,23.0,2.4662,979.0,1.0,6115.49,1.21742,1.153,4.32901
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,1.673918,0.0621,3.491,0.5,23.0,4.67457,979.0,1.0,5700.0,1.572,0.959,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,1.67344228,0.086,2.125,0.5,23.0,2.4662,979.0,1.0,6115.49,1.21742,1.153,4.32901
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,1.6739024,0.0703,1.6056,0.36,23.0,3.4526800000000004,1094.0,1.0,6120.0,1.19,1.18,4.36
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,1.673833,776.2,3.491,0.4,23.0,3.5903203035,1748.0,1.0,6168.0,1.22,1.23,4.35
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,1.6739029,0.0863,1.355,0.5,23.0,3.4448031814,1461.0,1.0,6115.5,1.22,0.959,4.33
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,14.6762429,776.2,3.491,0.41,23.0,2.0001819156000002,618.0,1.0,4927.0,0.76,0.82,4.59
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,14.67665,0.0749,3.336,0.5,23.0,1.93933,979.0,1.0,5700.0,0.682,0.959,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,14.677214,776.2,3.491,0.5,23.0,2.1944017795,979.0,1.0,4942.0,0.769722,0.833034,4.66
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,14.675828,0.0638,3.491,0.5,23.0,1.8496500000000002,979.0,1.0,5700.0,0.725,0.959,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,14.677286,776.2,3.23,0.35,23.0,2.0001784405,979.0,1.0,4819.0,0.73,0.8,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,14.66146147,0.072,5.347,0.5,23.0,2.4662,979.0,1.0,4695.41,0.800765,0.75,4.50612
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,14.6843,0.05,3.491,0.5,23.0,2.4662,979.0,1.0,4695.41,0.800765,0.75,4.50612
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,9.9147,0.02,3.491,0.5,23.0,2.4662,979.0,1.0,4638.0,0.768432,0.736,4.53373
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,9.915615,776.2,2.66,0.43,23.0,1.3001159583000002,979.0,1.0,4695.0,0.71,0.77,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,1.9741954,776.2,3.491,0.39,23.0,1.7901627898,798.0,1.0,3712.0,0.48,0.51,4.78
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,1.974,0.1325,1.40712,0.0,23.0,2.4662,979.0,1.0,3578.0,0.502513,0.500534,4.73521
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,1.974172,0.1008,3.491,0.5,23.0,0.98648,979.0,1.0,5700.0,0.303,0.959,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,1.9741,0.1,3.491,0.5,23.0,2.4662,979.0,1.0,3578.0,0.502513,0.500534,4.73521
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,1.974991,0.131,1.692,0.5,23.0,2.4662,979.0,1.0,3820.0,0.484,0.959,4.773
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,1.974238,776.2,3.491,0.5,23.0,1.9601748829000003,979.0,1.0,3546.46,0.492279,0.426533,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,1.974202,0.1749,1.584,0.5,23.0,2.43257,979.0,1.0,5700.0,0.5573,0.959,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,1.97419,776.2,1.27,0.37,23.0,1.9001695465000001,979.0,1.0,3660.0,0.48,0.51,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,8.26726,776.2,3.491,0.5,23.0,3.4003092341000003,805.0,1.0,5373.0,0.905,0.94,4.45
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,8.26345949,0.129,3.704,0.5,23.0,2.4662,979.0,1.0,5411.15,0.915405,0.941,4.48843
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,8.26679,776.2,3.491,0.5,23.0,3.4072073076000002,979.0,1.0,5475.0,0.908831,0.964948,4.51
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,8.267084,776.2,3.4008,0.38,23.0,3.4751000000000003,979.0,1.0,5700.0,0.98,0.959,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,8.26698,0.1338,3.4104,0.5,23.0,3.55357,979.0,1.0,5700.0,0.947,0.959,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,8.267704,776.2,3.491,0.36,23.0,3.3703006246,814.0,1.0,5464.0,0.91,0.99,4.51
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,8.2669589,0.1316,3.328,0.5,23.0,3.4483835433000003,958.0,1.0,5411.1,0.92,0.959,4.49
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,8.267,0.1053,3.216,0.139,23.0,2.4662,979.0,1.0,5411.15,0.915405,0.941,4.48843
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,8.266902,776.2,3.46224,0.328,23.0,4.13649,979.0,1.0,5434.0,0.95,1.01,4.477
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,8.2669928,776.2,3.491,0.31,23.0,3.590326469,928.0,1.0,5636.0,0.97,1.05,4.49
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,8.2669897,776.2,3.43,0.42,23.0,2.4662,979.0,1.0,5636.0,0.97,0.959,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,3.313921,776.2,3.491,0.5,23.0,12.0438385866,979.0,1.0,6178.0,1.334682,1.257584,4.24
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,3.3139095,0.6658,3.2232,0.5,23.0,17.38671,979.0,1.0,5700.0,1.908,0.959,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,3.31392,776.2,3.19,0.81,23.0,16.142400000000002,1780.0,1.0,6030.0,1.78,1.3,4.07
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,3.313944,776.2,2.9808,0.5,23.0,14.3488,979.0,1.0,5700.0,1.73,0.959,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,3.3139151,776.2,3.491,0.5,23.0,2.4662,979.0,1.0,6030.0,1.78,1.3,4.07
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,3.313959,776.2,3.491,0.74,23.0,15.9814256331,1649.0,1.0,6061.0,1.81,1.3,4.04
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,4.733999,776.2,3.491,0.33,23.0,5.3304755075,1360.0,1.0,5599.0,1.76,1.17,4.02
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,4.73355750515,0.09302504,3.2089234,0.5,23.0,5.385756389400001,1377.32,1.0,5496.0,1.75896,0.959,3.93163
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,4.73379,776.2,3.491,0.5,23.0,7.5651579558,979.0,1.0,5414.0,2.306381,1.28805,3.75
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,4.734006,776.2,3.5496,0.41,23.0,5.2687,979.0,1.0,5700.0,1.77,0.959,4.421
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,4.73401,776.2,3.491,0.5,23.0,5.280480140600001,1446.0,1.0,5474.0,1.75,2.83,3.99
K2,CONFIRMED,0.334,0.0,0.0,0.0,0.0,4.734,0.0778,3.40704,0.197,23.0,2.4662,979.0,1.0,5496.0,1.75896,0.964,3.93163
